file_id,relative_path,point_id,start_timestamp
OKLG-8-F1_20250615_140000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_140000_synced.WAV,OKLG-8-F1,2025-06-15T14:00:00+00:00
OKLG-8-F1_20250613_173000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_173000_synced.WAV,OKLG-8-F1,2025-06-13T17:30:00+00:00
OKLG-8-F1_20250612_180000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_180000_synced.WAV,OKLG-8-F1,2025-06-12T18:00:00+00:00
OKLG-8-F1_20250614_110000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_110000_synced.WAV,OKLG-8-F1,2025-06-14T11:00:00+00:00
OKLG-8-F1_20250611_170000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_170000_synced.WAV,OKLG-8-F1,2025-06-11T17:00:00+00:00
OKLG-8-F1_20250615_130000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_130000_synced.WAV,OKLG-8-F1,2025-06-15T13:00:00+00:00
OKLG-8-F1_20250616_113000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_113000_synced.WAV,OKLG-8-F1,2025-06-16T11:30:00+00:00
OKLG-8-F1_20250612_153000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_153000_synced.WAV,OKLG-8-F1,2025-06-12T15:30:00+00:00
OKLG-8-F1_20250611_143000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_143000_synced.WAV,OKLG-8-F1,2025-06-11T14:30:00+00:00
OKLG-8-F1_20250616_120000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_120000_synced.WAV,OKLG-8-F1,2025-06-16T12:00:00+00:00
OKLG-8-F1_20250614_153000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_153000_synced.WAV,OKLG-8-F1,2025-06-14T15:30:00+00:00
OKLG-8-F1_20250613_130000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_130000_synced.WAV,OKLG-8-F1,2025-06-13T13:00:00+00:00
OKLG-8-F1_20250612_110000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_110000_synced.WAV,OKLG-8-F1,2025-06-12T11:00:00+00:00
OKLG-8-F1_20250616_150000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_150000_synced.WAV,OKLG-8-F1,2025-06-16T15:00:00+00:00
OKLG-8-F1_20250615_173000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_173000_synced.WAV,OKLG-8-F1,2025-06-15T17:30:00+00:00
OKLG-8-F1_20250614_180000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_180000_synced.WAV,OKLG-8-F1,2025-06-14T18:00:00+00:00
OKLG-8-F1_20250613_140000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_140000_synced.WAV,OKLG-8-F1,2025-06-13T14:00:00+00:00
OKLG-8-F1_20250611_153000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_153000_synced.WAV,OKLG-8-F1,2025-06-11T15:30:00+00:00
OKLG-8-F1_20250615_113000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_113000_synced.WAV,OKLG-8-F1,2025-06-15T11:30:00+00:00
OKLG-8-F1_20250616_130000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_130000_synced.WAV,OKLG-8-F1,2025-06-16T13:00:00+00:00
OKLG-8-F1_20250613_183000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_183000_synced.WAV,OKLG-8-F1,2025-06-13T18:30:00+00:00
OKLG-8-F1_20250612_170000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_170000_synced.WAV,OKLG-8-F1,2025-06-12T17:00:00+00:00
OKLG-8-F1_20250614_143000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_143000_synced.WAV,OKLG-8-F1,2025-06-14T14:30:00+00:00
OKLG-8-F1_20250613_120000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_120000_synced.WAV,OKLG-8-F1,2025-06-13T12:00:00+00:00
OKLG-8-F1_20250616_140000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_140000_synced.WAV,OKLG-8-F1,2025-06-16T14:00:00+00:00
OKLG-8-F1_20250615_163000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_163000_synced.WAV,OKLG-8-F1,2025-06-15T16:30:00+00:00
OKLG-8-F1_20250615_150000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_150000_synced.WAV,OKLG-8-F1,2025-06-15T15:00:00+00:00
OKLG-8-F1_20250611_110000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_110000_synced.WAV,OKLG-8-F1,2025-06-11T11:00:00+00:00
OKLG-8-F1_20250611_160000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_160000_synced.WAV,OKLG-8-F1,2025-06-11T16:00:00+00:00
OKLG-8-F1_20250615_120000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_120000_synced.WAV,OKLG-8-F1,2025-06-15T12:00:00+00:00
OKLG-8-F1_20250612_143000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_143000_synced.WAV,OKLG-8-F1,2025-06-12T14:30:00+00:00
OKLG-8-F1_20250615_183000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_183000_synced.WAV,OKLG-8-F1,2025-06-15T18:30:00+00:00
OKLG-8-F1_20250614_170000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_170000_synced.WAV,OKLG-8-F1,2025-06-14T17:00:00+00:00
OKLG-8-F1_20250612_120000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_120000_synced.WAV,OKLG-8-F1,2025-06-12T12:00:00+00:00
OKLG-8-F1_20250615_143000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_143000_synced.WAV,OKLG-8-F1,2025-06-15T14:30:00+00:00
OKLG-8-F1_20250613_170000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_170000_synced.WAV,OKLG-8-F1,2025-06-13T17:00:00+00:00
OKLG-8-F1_20250614_113000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_113000_synced.WAV,OKLG-8-F1,2025-06-14T11:30:00+00:00
OKLG-8-F1_20250611_173000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_173000_synced.WAV,OKLG-8-F1,2025-06-11T17:30:00+00:00
OKLG-8-F1_20250616_110000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_110000_synced.WAV,OKLG-8-F1,2025-06-16T11:00:00+00:00
OKLG-8-F1_20250611_140000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_140000_synced.WAV,OKLG-8-F1,2025-06-11T14:00:00+00:00
OKLG-8-F1_20250612_163000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_163000_synced.WAV,OKLG-8-F1,2025-06-12T16:30:00+00:00
OKLG-8-F1_20250616_123000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_123000_synced.WAV,OKLG-8-F1,2025-06-16T12:30:00+00:00
OKLG-8-F1_20250616_153000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250616_153000_synced.WAV,OKLG-8-F1,2025-06-16T15:30:00+00:00
OKLG-8-F1_20250612_113000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250612_113000_synced.WAV,OKLG-8-F1,2025-06-12T11:30:00+00:00
OKLG-8-F1_20250611_130000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250611_130000_synced.WAV,OKLG-8-F1,2025-06-11T13:00:00+00:00
OKLG-8-F1_20250614_183000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250614_183000_synced.WAV,OKLG-8-F1,2025-06-14T18:30:00+00:00
OKLG-8-F1_20250615_170000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250615_170000_synced.WAV,OKLG-8-F1,2025-06-15T17:00:00+00:00
OKLG-8-F1_20250613_143000,OKLG-8-Sync/OKLG-8-F1/OKLG-8-F1_20250613_143000_synced.WAV,OKLG-8-F1,2025-06-13T14:30:00+00:00
OKLG-8-E3_20250615_123000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_123000_synced.WAV,OKLG-8-E3,2025-06-15T12:30:00+00:00
OKLG-8-E3_20250612_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_140000_synced.WAV,OKLG-8-E3,2025-06-12T14:00:00+00:00
OKLG-8-E3_20250615_180000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_180000_synced.WAV,OKLG-8-E3,2025-06-15T18:00:00+00:00
OKLG-8-E3_20250614_173000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_173000_synced.WAV,OKLG-8-E3,2025-06-14T17:30:00+00:00
OKLG-8-E3_20250613_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_110000_synced.WAV,OKLG-8-E3,2025-06-13T11:00:00+00:00
OKLG-8-E3_20250612_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_130000_synced.WAV,OKLG-8-E3,2025-06-12T13:00:00+00:00
OKLG-8-E3_20250615_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_153000_synced.WAV,OKLG-8-E3,2025-06-15T15:30:00+00:00
OKLG-8-E3_20250611_113000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_113000_synced.WAV,OKLG-8-E3,2025-06-11T11:30:00+00:00
OKLG-8-E3_20250616_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_143000_synced.WAV,OKLG-8-E3,2025-06-16T14:30:00+00:00
OKLG-8-E3_20250611_120000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_120000_synced.WAV,OKLG-8-E3,2025-06-11T12:00:00+00:00
OKLG-8-E3_20250613_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_153000_synced.WAV,OKLG-8-E3,2025-06-13T15:30:00+00:00
OKLG-8-E3_20250614_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_130000_synced.WAV,OKLG-8-E3,2025-06-14T13:00:00+00:00
OKLG-8-E3_20250611_150000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_150000_synced.WAV,OKLG-8-E3,2025-06-11T15:00:00+00:00
OKLG-8-E3_20250615_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_110000_synced.WAV,OKLG-8-E3,2025-06-15T11:00:00+00:00
OKLG-8-E3_20250616_133000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_133000_synced.WAV,OKLG-8-E3,2025-06-16T13:30:00+00:00
OKLG-8-E3_20250613_180000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_180000_synced.WAV,OKLG-8-E3,2025-06-13T18:00:00+00:00
OKLG-8-E3_20250612_173000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_173000_synced.WAV,OKLG-8-E3,2025-06-12T17:30:00+00:00
OKLG-8-E3_20250614_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_140000_synced.WAV,OKLG-8-E3,2025-06-14T14:00:00+00:00
OKLG-8-E3_20250613_123000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_123000_synced.WAV,OKLG-8-E3,2025-06-13T12:30:00+00:00
OKLG-8-E3_20250616_150000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_150000_synced.WAV,OKLG-8-E3,2025-06-16T15:00:00+00:00
OKLG-8-E3_20250612_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_110000_synced.WAV,OKLG-8-E3,2025-06-12T11:00:00+00:00
OKLG-8-E3_20250611_133000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_133000_synced.WAV,OKLG-8-E3,2025-06-11T13:30:00+00:00
OKLG-8-E3_20250614_180000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_180000_synced.WAV,OKLG-8-E3,2025-06-14T18:00:00+00:00
OKLG-8-E3_20250615_173000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_173000_synced.WAV,OKLG-8-E3,2025-06-15T17:30:00+00:00
OKLG-8-E3_20250613_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_140000_synced.WAV,OKLG-8-E3,2025-06-13T14:00:00+00:00
OKLG-8-E3_20250614_123000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_123000_synced.WAV,OKLG-8-E3,2025-06-14T12:30:00+00:00
OKLG-8-E3_20250611_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_143000_synced.WAV,OKLG-8-E3,2025-06-11T14:30:00+00:00
OKLG-8-E3_20250616_120000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_120000_synced.WAV,OKLG-8-E3,2025-06-16T12:00:00+00:00
OKLG-8-E3_20250614_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_153000_synced.WAV,OKLG-8-E3,2025-06-14T15:30:00+00:00
OKLG-8-E3_20250613_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_130000_synced.WAV,OKLG-8-E3,2025-06-13T13:00:00+00:00
OKLG-8-E3_20250615_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_130000_synced.WAV,OKLG-8-E3,2025-06-15T13:00:00+00:00
OKLG-8-E3_20250611_170000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_170000_synced.WAV,OKLG-8-E3,2025-06-11T17:00:00+00:00
OKLG-8-E3_20250612_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_153000_synced.WAV,OKLG-8-E3,2025-06-12T15:30:00+00:00
OKLG-8-E3_20250616_113000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_113000_synced.WAV,OKLG-8-E3,2025-06-16T11:30:00+00:00
OKLG-8-E3_20250612_123000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_123000_synced.WAV,OKLG-8-E3,2025-06-12T12:30:00+00:00
OKLG-8-E3_20250615_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_140000_synced.WAV,OKLG-8-E3,2025-06-15T14:00:00+00:00
OKLG-8-E3_20250612_180000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_180000_synced.WAV,OKLG-8-E3,2025-06-12T18:00:00+00:00
OKLG-8-E3_20250613_173000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_173000_synced.WAV,OKLG-8-E3,2025-06-13T17:30:00+00:00
OKLG-8-E3_20250614_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_110000_synced.WAV,OKLG-8-E3,2025-06-14T11:00:00+00:00
OKLG-8-E3_20250615_120000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_120000_synced.WAV,OKLG-8-E3,2025-06-15T12:00:00+00:00
OKLG-8-E3_20250611_160000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_160000_synced.WAV,OKLG-8-E3,2025-06-11T16:00:00+00:00
OKLG-8-E3_20250612_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_143000_synced.WAV,OKLG-8-E3,2025-06-12T14:30:00+00:00
OKLG-8-E3_20250614_170000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_170000_synced.WAV,OKLG-8-E3,2025-06-14T17:00:00+00:00
OKLG-8-E3_20250615_183000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_183000_synced.WAV,OKLG-8-E3,2025-06-15T18:30:00+00:00
OKLG-8-E3_20250611_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_110000_synced.WAV,OKLG-8-E3,2025-06-11T11:00:00+00:00
OKLG-8-E3_20250615_150000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_150000_synced.WAV,OKLG-8-E3,2025-06-15T15:00:00+00:00
OKLG-8-E3_20250616_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_140000_synced.WAV,OKLG-8-E3,2025-06-16T14:00:00+00:00
OKLG-8-E3_20250611_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_153000_synced.WAV,OKLG-8-E3,2025-06-11T15:30:00+00:00
OKLG-8-E3_20250612_170000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_170000_synced.WAV,OKLG-8-E3,2025-06-12T17:00:00+00:00
OKLG-8-E3_20250616_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_130000_synced.WAV,OKLG-8-E3,2025-06-16T13:00:00+00:00
OKLG-8-E3_20250613_183000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_183000_synced.WAV,OKLG-8-E3,2025-06-13T18:30:00+00:00
OKLG-8-E3_20250614_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_143000_synced.WAV,OKLG-8-E3,2025-06-14T14:30:00+00:00
OKLG-8-E3_20250613_120000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_120000_synced.WAV,OKLG-8-E3,2025-06-13T12:00:00+00:00
OKLG-8-E3_20250616_153000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_153000_synced.WAV,OKLG-8-E3,2025-06-16T15:30:00+00:00
OKLG-8-E3_20250615_170000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_170000_synced.WAV,OKLG-8-E3,2025-06-15T17:00:00+00:00
OKLG-8-E3_20250611_130000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_130000_synced.WAV,OKLG-8-E3,2025-06-11T13:00:00+00:00
OKLG-8-E3_20250614_183000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_183000_synced.WAV,OKLG-8-E3,2025-06-14T18:30:00+00:00
OKLG-8-E3_20250613_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_143000_synced.WAV,OKLG-8-E3,2025-06-13T14:30:00+00:00
OKLG-8-E3_20250611_140000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_140000_synced.WAV,OKLG-8-E3,2025-06-11T14:00:00+00:00
OKLG-8-E3_20250616_123000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_123000_synced.WAV,OKLG-8-E3,2025-06-16T12:30:00+00:00
OKLG-8-E3_20250612_163000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_163000_synced.WAV,OKLG-8-E3,2025-06-12T16:30:00+00:00
OKLG-8-E3_20250614_150000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_150000_synced.WAV,OKLG-8-E3,2025-06-14T15:00:00+00:00
OKLG-8-E3_20250611_173000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250611_173000_synced.WAV,OKLG-8-E3,2025-06-11T17:30:00+00:00
OKLG-8-E3_20250616_110000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_110000_synced.WAV,OKLG-8-E3,2025-06-16T11:00:00+00:00
OKLG-8-E3_20250612_120000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250612_120000_synced.WAV,OKLG-8-E3,2025-06-12T12:00:00+00:00
OKLG-8-E3_20250616_160000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250616_160000_synced.WAV,OKLG-8-E3,2025-06-16T16:00:00+00:00
OKLG-8-E3_20250615_143000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250615_143000_synced.WAV,OKLG-8-E3,2025-06-15T14:30:00+00:00
OKLG-8-E3_20250613_170000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250613_170000_synced.WAV,OKLG-8-E3,2025-06-13T17:00:00+00:00
OKLG-8-E3_20250614_113000,OKLG-8-Sync/OKLG-8-E3/OKLG-8-E3_20250614_113000_synced.WAV,OKLG-8-E3,2025-06-14T11:30:00+00:00
OKLG-8-B4_20250614_113000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_113000_synced.WAV,OKLG-8-B4,2025-06-14T11:30:00+00:00
OKLG-8-B4_20250613_170000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_170000_synced.WAV,OKLG-8-B4,2025-06-13T17:00:00+00:00
OKLG-8-B4_20250615_143000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_143000_synced.WAV,OKLG-8-B4,2025-06-15T14:30:00+00:00
OKLG-8-B4_20250612_120000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_120000_synced.WAV,OKLG-8-B4,2025-06-12T12:00:00+00:00
OKLG-8-B4_20250616_110000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_110000_synced.WAV,OKLG-8-B4,2025-06-16T11:00:00+00:00
OKLG-8-B4_20250611_173000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_173000_synced.WAV,OKLG-8-B4,2025-06-11T17:30:00+00:00
OKLG-8-B4_20250614_150000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_150000_synced.WAV,OKLG-8-B4,2025-06-14T15:00:00+00:00
OKLG-8-B4_20250616_123000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_123000_synced.WAV,OKLG-8-B4,2025-06-16T12:30:00+00:00
OKLG-8-B4_20250612_163000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_163000_synced.WAV,OKLG-8-B4,2025-06-12T16:30:00+00:00
OKLG-8-B4_20250611_140000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_140000_synced.WAV,OKLG-8-B4,2025-06-11T14:00:00+00:00
OKLG-8-B4_20250614_120000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_120000_synced.WAV,OKLG-8-B4,2025-06-14T12:00:00+00:00
OKLG-8-B4_20250613_143000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_143000_synced.WAV,OKLG-8-B4,2025-06-13T14:30:00+00:00
OKLG-8-B4_20250615_170000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_170000_synced.WAV,OKLG-8-B4,2025-06-15T17:00:00+00:00
OKLG-8-B4_20250614_183000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_183000_synced.WAV,OKLG-8-B4,2025-06-14T18:30:00+00:00
OKLG-8-B4_20250611_130000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_130000_synced.WAV,OKLG-8-B4,2025-06-11T13:00:00+00:00
OKLG-8-B4_20250616_153000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_153000_synced.WAV,OKLG-8-B4,2025-06-16T15:30:00+00:00
OKLG-8-B4_20250613_120000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_120000_synced.WAV,OKLG-8-B4,2025-06-13T12:00:00+00:00
OKLG-8-B4_20250612_170000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_170000_synced.WAV,OKLG-8-B4,2025-06-12T17:00:00+00:00
OKLG-8-B4_20250613_183000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_183000_synced.WAV,OKLG-8-B4,2025-06-13T18:30:00+00:00
OKLG-8-B4_20250616_130000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_130000_synced.WAV,OKLG-8-B4,2025-06-16T13:00:00+00:00
OKLG-8-B4_20250615_113000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_113000_synced.WAV,OKLG-8-B4,2025-06-15T11:30:00+00:00
OKLG-8-B4_20250611_153000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_153000_synced.WAV,OKLG-8-B4,2025-06-11T15:30:00+00:00
OKLG-8-B4_20250611_180000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_180000_synced.WAV,OKLG-8-B4,2025-06-11T18:00:00+00:00
OKLG-8-B4_20250611_123000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_123000_synced.WAV,OKLG-8-B4,2025-06-11T12:30:00+00:00
OKLG-8-B4_20250616_140000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_140000_synced.WAV,OKLG-8-B4,2025-06-16T14:00:00+00:00
OKLG-8-B4_20250613_163000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_163000_synced.WAV,OKLG-8-B4,2025-06-13T16:30:00+00:00
OKLG-8-B4_20250611_110000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_110000_synced.WAV,OKLG-8-B4,2025-06-11T11:00:00+00:00
OKLG-8-B4_20250615_150000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_150000_synced.WAV,OKLG-8-B4,2025-06-15T15:00:00+00:00
OKLG-8-B4_20250614_170000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_170000_synced.WAV,OKLG-8-B4,2025-06-14T17:00:00+00:00
OKLG-8-B4_20250615_183000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_183000_synced.WAV,OKLG-8-B4,2025-06-15T18:30:00+00:00
OKLG-8-B4_20250612_143000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_143000_synced.WAV,OKLG-8-B4,2025-06-12T14:30:00+00:00
OKLG-8-B4_20250615_120000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_120000_synced.WAV,OKLG-8-B4,2025-06-15T12:00:00+00:00
OKLG-8-B4_20250611_160000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250611_160000_synced.WAV,OKLG-8-B4,2025-06-11T16:00:00+00:00
OKLG-8-B4_20250614_110000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250614_110000_synced.WAV,OKLG-8-B4,2025-06-14T11:00:00+00:00
OKLG-8-B4_20250612_180000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_180000_synced.WAV,OKLG-8-B4,2025-06-12T18:00:00+00:00
OKLG-8-B4_20250613_173000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250613_173000_synced.WAV,OKLG-8-B4,2025-06-13T17:30:00+00:00
OKLG-8-B4_20250615_140000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_140000_synced.WAV,OKLG-8-B4,2025-06-15T14:00:00+00:00
OKLG-8-B4_20250612_153000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250612_153000_synced.WAV,OKLG-8-B4,2025-06-12T15:30:00+00:00
OKLG-8-B4_20250616_113000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250616_113000_synced.WAV,OKLG-8-B4,2025-06-16T11:30:00+00:00
OKLG-8-B4_20250615_130000,OKLG-8-Sync/OKLG-8-B4/OKLG-8-B4_20250615_130000_synced.WAV,OKLG-8-B4,2025-06-15T13:00:00+00:00
